pitch_type,game_date,release_speed,release_pos_x,release_pos_y,release_pos_z,player_name,batter,pitcher,zone,stand,p_throws,pfx_x,pfx_z,plate_x,plate_z,vx0,vy0,vz0,ax,ay,az,effective_speed,release_spin_rate,release_extension
null,2020-08-15,76.6,-2.95,-2.95,4.74,Salvador Perez,521692,489265,6,R,R,0.8,0.6,0.43,2.72,5.70778889566352,-111.486155480898,1.56956342054557,5.84666714995814,17.9934899391033,-27.3832340830001,77.3,2717,6.6
null,2020-08-15,76.4,-3.01,-3.01,4.84,Jorge Soler,624585,489265,14,R,R,0.9,0.6,1.05,2.26,6.96443276798818,-111.252233767212,0.48619090900002,6.37271813243614,17.8692100864366,-27.6360563436315,76.9,2695,6.4
null,2020-08-15,86,-2.66,-2.66,5.17,Jorge Soler,624585,489265,14,R,R,-1.1,1,0.89,2.38,10.6025118047671,-124.923151228749,-2.4849285336867,-13.3822399449522,21.8380306403193,-21.1259777526568,86.3,2282,6.3
null,2020-08-15,76,-2.97,-2.97,4.81,Jorge Soler,624585,489265,14,R,R,1.5,0.7,0.69,1.2,4.98922003069352,-110.679073215491,-1.72447701168765,11.4769318311261,19.5623062557389,-26.5902352590197,76,2807,6.3
null,2020-08-15,85.5,-2.71,-2.71,5.16,Jorge Soler,624585,489265,12,R,R,-1.1,1,0.94,2.84,10.7168399850599,-124.216727128809,-1.24015306315621,-13.1682867747884,21.7756649451055,-21.7543334989604,85.5,2259,6.1
null,2020-08-15,86,-2.8,-2.8,5.12,Jorge Soler,624585,489265,6,R,R,-1.1,1,0.61,2.74,10.3359319851046,-124.868293370674,-1.45825129692641,-13.634658972436,22.8240116156358,-21.4703123901115,86.4,2197,6.5
null,2020-08-15,86.3,-2.73,-2.73,5.06,Whit Merrifield,593160,489265,14,R,R,-1.2,0.9,0.93,1.89,11.1794363164465,-125.254384536562,-3.23918910752105,-14.8492896605812,22.5600004290164,-21.9379172665265,86.7,2207,6.4
null,2020-08-15,74,-2.64,-2.64,5.15,Whit Merrifield,593160,489265,9,R,R,1.7,0.1,0.78,1.78,4.06010427377459,-107.698219602771,0.225401674386299,12.1429665802584,21.1577333612767,-31.3601070913139,73.8,3039,6.4
null,2020-08-15,76.7,-3.01,-3.01,4.8,Whit Merrifield,593160,489265,14,R,R,1.2,0.6,2.77,1.29,10.0010833216035,-111.344307693904,-1.51252530478873,8.46226674379965,20.9707534824542,-26.7841619039982,76.9,2765,6.7
null,2020-08-15,74.9,-2.98,-2.98,4.83,Whit Merrifield,593160,489265,4,R,R,1.3,0.3,-0.7,2.16,2.3513010465927,-109.173019802572,1.03074768967367,10.4143590399055,18.1930149009718,-29.9606087322608,75.1,2799,6.3
null,2020-08-15,86.1,-2.81,-2.81,5.09,Whit Merrifield,593160,489265,5,R,R,-1.2,1,-0.01,2.32,9.11550794140566,-125.116622854805,-2.35769076708777,-14.5277014174398,23.5419040363779,-21.4996381702065,86.3,2182,6.4
null,2020-08-15,74.8,-3.11,-3.11,4.82,Whit Merrifield,593160,489265,13,R,R,1.4,0.6,-1.47,2.43,0.999425820323122,-108.936194507299,1.2588126376334,10.6461315278881,19.2261397252719,-28.1772964855791,74.8,2722,6.3
null,2020-08-15,94.5,-0.17,-0.17,6.02,Marwin Gonzalez,503556,518813,11,L,R,0,1.2,-1.05,2.55,-2.22720928955479,-137.718549079766,-6.09204152292244,0.196332370692288,27.3293646879935,-15.7002437453012,94.5,2289,6
null,2020-08-15,79.2,-0.32,-0.32,6.12,Marwin Gonzalez,503556,518813,7,L,R,0.1,-0.7,-0.6,1.7,-0.823665458581514,-115.483827921411,-1.63975673710402,1.15815020367155,18.8537499724617,-38.4872043865905,78.9,2337,5.7
null,2020-08-15,86.8,-0.14,-0.14,5.96,Eddie Rosario,592696,518813,9,L,R,0.4,0.1,0.63,1.61,0.989652885015322,-126.430566262142,-4.54284460032688,4.29593090381013,23.2275909539617,-30.1019481532616,86.2,2184,5.7
null,2020-08-15,94,0,0,6.08,Eddie Rosario,592696,518813,11,L,R,0,1.4,-1.59,3.33,-4.03183224793568,-136.950154489138,-4.57840623044099,0.449965359928364,28.5161651346568,-13.3119022831917,93.4,2240,5.7
null,2020-08-15,85.4,0.16,0.16,6.05,Nelson Cruz,443558,518813,9,R,R,0.5,-0.2,0.4,1.95,-0.426480865888073,-124.449920533231,-3.07881977412941,5.34862584735566,23.4916693814858,-33.4585665645826,84.7,2193,5.6
null,2020-08-15,93.3,-0.06,-0.06,6.05,Nelson Cruz,443558,518813,2,R,R,-0.2,1.3,-0.12,3.59,0.356581437635595,-135.959037979219,-3.50031323074306,-3.03509769196748,26.5949148284138,-15.2862755446022,93.4,2232,6
null,2020-08-15,92.8,0.12,0.12,6.12,Nelson Cruz,443558,518813,1,R,R,-0.2,1.3,-0.53,3.13,-1.26851798392667,-135.21425150463,-4.80480839381652,-2.00262319871257,26.3317744168072,-14.9228680954348,92.6,2234,5.9
null,2020-08-15,92.3,-0.07,-0.07,6.08,Nelson Cruz,443558,518813,2,R,R,-0.1,1.3,-0.21,3.25,-0.108247256530084,-134.509683710383,-4.32986351672173,-1.36691599498969,25.2768642336256,-15.412995153398,92.6,2206,6.1
null,2020-08-15,93.1,-0.22,-0.22,6.04,Jorge Polanco,593871,518813,4,L,R,0,1.4,-0.64,2.16,-1.08821437854962,-135.475635132407,-7.23687255410066,0.29901286322863,27.7413100215625,-13.443410782721,92.7,2341,5.9
null,2020-08-15,84.5,-0.07,-0.07,6.02,Jorge Polanco,593871,518813,14,L,R,0.3,0.2,1.43,1.63,2.90809837579438,-123.077295477182,-4.30569500215385,2.42231258563882,22.0504669402253,-29.6271098628121,84.4,2266,5.9
null,2020-08-15,85.7,-0.24,-0.24,6.05,Jorge Polanco,593871,518813,14,L,R,0.2,0.2,0.9,2.18,2.3410611452564,-124.814489559894,-3.30072807389219,1.35317845211951,23.7836975038334,-29.7395510758924,85.6,2266,6.1
null,2020-08-15,77.8,-0.52,-0.52,6.16,Jorge Polanco,593871,518813,2,L,R,0.7,-0.8,0.09,2.8,0.0266568545480389,-113.460729161912,1.01449817452849,6.12505323767904,18.8834832093064,-39.3483314135862,77.5,2299,5.8
null,2020-08-15,77.5,-0.44,-0.44,6.17,Jorge Polanco,593871,518813,14,L,R,0.7,-0.6,0.82,1.16,1.41088512648226,-113.017958251877,-2.6810250196501,5.81362933374371,19.0382228934202,-37.3921773069563,77.4,2303,5.9
null,2020-08-15,93.5,-0.15,-0.15,6.12,Max Kepler,596146,518813,2,L,R,-0.3,1.2,-0.02,3.45,0.902214494831406,-136.33228919334,-3.82636026389105,-3.45017837422663,26.4054693273611,-16.6833651622711,93.6,2154,5.9
null,2020-08-15,85.8,-0.53,-0.53,6.05,Max Kepler,596146,518813,13,L,R,0.4,0.1,-0.56,1.25,-0.797460489565151,-124.987573681145,-5.33746491723111,3.90660185745116,23.3940878509963,-30.242018873942,85.5,2037,5.9
null,2020-08-15,83,-2.15,-2.15,5.61,Nicky Lopez,670032,608648,9,L,R,0.4,-0.6,0.45,1.5,5.27986874846296,-120.963166837394,-1.80317349342053,2.6058819011331402,21.2990760923734,-38.1248265062798,83.5,2413,6.3
null,2020-08-15,93.7,-1.81,-1.81,6.09,Nicky Lopez,670032,608648,5,L,R,-0.6,1.4,0.23,2.05,6.63789025813136,-136.120626526509,-7.75101544969682,-9.33145102439494,28.6799522800983,-13.4703810784655,93.7,2400,6.3
null,2020-08-15,84.6,-1.91,-1.91,6,Adalberto Mondesi,609275,608648,6,L,R,-0.1,-0.5,0.71,2.24,6.28808978196059,-123.22678030914,-1.55012433703817,-1.90487946215295,20.7140292799655,-37.1561210486924,85.6,2478,6.6
null,2020-08-15,81.6,-2.12,-2.12,5.8,Adalberto Mondesi,609275,608648,13,L,R,0.4,-0.8,-0.02,1.26,4.07551051764105,-118.986425368247,-2.16659030723874,2.68854773968684,19.6894968537231,-39.8658636740695,82.4,2451,6.4
null,2020-08-15,85.1,-1.84,-1.84,5.98,Adalberto Mondesi,609275,608648,14,L,R,0,-0.4,1.29,0.66,7.41626522148767,-123.801673101853,-5.55148689186815,-1.63229967498619,21.4455257532672,-35.0303940021694,85.6,2357,6.4
null,2020-08-15,83.6,-1.88,-1.88,5.94,Adalberto Mondesi,609275,608648,14,L,R,0.2,-0.7,1.15,1.22,6.54738853847324,-121.734410558944,-3.24011264040816,1.39512428037918,19.8047258590234,-38.644933085311,84.8,2511,6.6
null,2020-08-15,80.4,-1.99,-1.99,5.9,Alex Gordon,460086,608648,7,L,R,0.5,-0.7,-0.42,1.91,2.5305574596288,-117.146564819473,-0.896133190581112,4.19848062848055,19.2237743465037,-38.928863467716,80.9,2442,6.3
null,2020-08-15,92.1,-1.9,-1.9,6.2,Alex Gordon,460086,608648,11,L,R,-0.7,1.2,-1.24,2.67,3.28282087961454,-134.096051018686,-5.82862748968143,-9.65851737120094,26.2279827671607,-16.3398769849685,92.3,2302,6.2
null,2020-08-15,83.2,-1.94,-1.94,5.94,Alex Gordon,460086,608648,8,L,R,0.1,-0.6,0.09,1.71,4.47868276661937,-121.2578948163,-2.29476107389573,0.285208081418426,18.8995465110465,-37.6137573190292,84.2,2381,6.4
null,2020-08-15,81.6,-1.95,-1.95,6.05,Alex Gordon,460086,608648,13,L,R,0,-0.4,-0.27,1.04,3.84704483990695,-118.960473365878,-4.00668901927815,-0.894727312252054,17.9068043928699,-36.0379270555396,82.6,2327,6.4
null,2020-08-15,76.1,-1.06,-1.06,6,Maikel Franco,596748,543606,6,R,R,1,-1,0.43,2.44,1.3739240686875,-110.853020779831,1.40684027122161,7.73262140116397,19.3611802979221,-41.1872193681527,75.7,2355,5.9
null,2020-08-15,92.1,-1.16,-1.16,5.79,Maikel Franco,596748,543606,12,R,R,-0.7,1.5,0.84,2.92,6.54410475228014,-133.95080715631,-4.63696174107663,-9.6267789830143,28.2591202929352,-13.6835609668091,91.9,2191,6.1
null,2020-08-15,85.1,-1.23,-1.23,5.81,Maikel Franco,596748,543606,4,R,R,-1,0.1,-0.48,2.04,3.68539909767345,-124.097482463278,-2.8159424750822,-10.5583510338701,21.2054660945172,-31.0298968762314,85.9,1426,6.4
null,2020-08-15,93.3,-1.3,-1.3,5.6,Ryan McBroom,643436,543606,6,R,R,-0.8,1.4,0.35,2.21,6.03575606800968,-135.815350298215,-6.23656212674978,-11.4159029946079,25.2476670148345,-13.0801668084065,93.8,2270,6.2
null,2020-08-15,93.2,-1.35,-1.35,5.69,Ryan McBroom,643436,543606,11,R,R,-1,1.3,-0.84,3.79,3.59002142137607,-135.843477830576,-1.94829523917943,-13.688511804154,26.7026162556525,-16.3353418002452,93.5,2314,6.2
null,2020-08-15,92.7,-1.42,-1.42,5.67,Ryan McBroom,643436,543606,5,R,R,-0.8,1.4,0.25,2.4,5.99314277493939,-134.867737247182,-5.73073933404107,-10.9025637959901,27.8690995313024,-13.4021514704811,92.8,2437,6.2
null,2020-08-15,92.9,-1.25,-1.25,5.68,Ryan McBroom,643436,543606,6,R,R,-1,1.1,0.35,2.33,6.34994259717227,-135.125643088503,-5.29152668344607,-14.0160327687082,27.6158839906522,-17.4240287119345,92.9,2322,6.2
null,2020-08-15,91.4,-1.33,-1.33,5.68,Ryan McBroom,643436,543606,2,R,R,-0.8,1.4,0.01,3.03,5.11597719881329,-133.054751602435,-3.89967151169919,-10.6584320441976,25.9868272979383,-14.7207659181221,91.8,2376,6.3
null,2020-08-15,91.7,-1.37,-1.37,5.73,Ryan McBroom,643436,543606,11,R,R,-0.7,1.5,-0.71,3.64,3.27061110930069,-133.62248065848,-2.62733648951838,-9.55307767441205,27.0624926694299,-14.1646001821355,91.8,2297,6.2
null,2020-08-15,91.7,-1.24,-1.24,5.75,Ryan McBroom,643436,543606,12,R,R,-0.8,1.6,0.04,3.71,4.92780730452582,-133.474902638236,-2.66577557141066,-10.4010478746638,28.6344792397942,-13.061947861395801,91.6,2330,6.2
null,2020-08-15,90.5,-1.14,-1.14,5.8,Ryan McBroom,643436,543606,12,R,R,-0.7,1.5,1.13,2.72,7.03937904436633,-131.607363659288,-5.02092544934396,-9.06583247852671,27.4720424912526,-13.4560114938207,90.3,2313,6.2
null,2020-08-15,93.4,-0.11,-0.11,6.11,Alex Avila,488671,518813,4,L,R,0.1,1.4,-0.65,2.6,-1.55512636276933,-136.022685163135,-6.32657935224707,1.29607515985188,27.0513653201515,-13.8365959138909,93.2,2235,5.9
null,2020-08-15,85.2,-0.19,-0.19,6.02,Alex Avila,488671,518813,13,L,R,0.3,0.2,-0.51,0.39,-1.42310583306618,-124.036193089484,-7.31393254138233,3.75472673525847,22.2386622161362,-29.2872003027576,85.3,2204,6.1
null,2020-08-15,84.2,-0.03,-0.03,6.18,Alex Avila,488671,518813,13,L,R,0.4,0.1,-1.36,1.1,-3.80890091312425,-122.621584049071,-5.58473519497444,4.53050925659577,22.4367341055764,-30.5782412962142,83.9,2181,5.9
null,2020-08-15,77.8,0.11,0.11,6.21,Alex Avila,488671,518813,5,L,R,0.5,-0.6,-0.24,2.16,-1.61811950791153,-113.399896432188,-0.727443675949269,4.50338405388654,18.7541555484155,-37.6991110687313,77.5,2309,5.8
null,2020-08-15,83.7,-0.09,-0.09,6.13,Alex Avila,488671,518813,12,L,R,0.5,0,0.23,3.45,-0.244013935591251,-121.997422510974,0.161803301934705,5.04962801333749,21.8481124964304,-32.4381492952094,83.6,2116,5.9
null,2020-08-15,92.3,-0.2,-0.2,6.13,Alex Avila,488671,518813,12,L,R,-0.2,1.1,0.01,4.85,0.937293273593316,-134.623384598262,0.129038163354753,-2.46291204713593,24.6980802082901,-19.3793716695117,92.3,2211,5.8
null,2020-08-15,77.3,-0.49,-0.49,6.27,Alex Avila,488671,518813,4,L,R,0.4,-0.6,-0.69,2.39,-1.0698890150525,-112.701638692387,-0.315801789614168,3.21212966685846,18.3599952314635,-37.5043235218943,77.3,2260,5.9
null,2020-08-15,91.9,0.11,0.11,6.17,Byron Buxton,621439,518813,5,R,R,0.1,1.5,0.13,2.36,-0.19768881107825,-133.746653289537,-7.04280576447433,1.46333535194288,27.0119509557663,-12.9161722489226,91.6,2324,6
null,2020-08-15,84.9,-0.17,-0.17,6.19,Byron Buxton,621439,518813,5,R,R,0.5,0.1,-0.22,2.07,-1.12848941989741,-123.763343445391,-3.68423766824784,5.45892320342213,20.9815296713634,-30.2853233246765,84.9,2161,5.9
