pitch_type,game_date,release_speed,release_pos_x,release_pos_y,release_pos_z,player_name,batter,pitcher,zone,stand,p_throws,pfx_x,pfx_z,plate_x,plate_z,vx0,vy0,vz0,ax,ay,az,effective_speed,release_spin_rate,release_extension
SL,2020-10-07,80.2,2.84,2.84,5.79,Marcus Semien,543760,548384,14,R,L,-1.2,-0.4,1.01,2.35,-1.69724761468273,-116.93771731653,-0.270199837892969,-11.0961769114874,20.2738301694027,-35.8432268040756,79.6,3073,5.6
CU,2020-10-07,83,-2.66,-2.66,6.46,Garrett Cooper,643265,453343,14,R,R,0.4,-1.7,0.27,1.2,5.8603745440152,-120.624681452415,-2.16938224695464,2.6845555166567,27.8997142469789,-47.8971818245918,82,2762,6.2
SL,2020-10-07,88.1,0.94,0.94,6.04,Gleyber Torres,650402,663556,13,R,L,-0.6,-0.4,-1.68,1.01,-5.2781061844981,-128.251384852002,-5.37615290088356,-5.26748488711914,22.4850616867249,-36.1059927273793,89.6,2598,6.8
FC,2020-10-07,92.4,-2.87,-2.87,6.48,Garrett Cooper,643265,453343,6,R,R,0.1,0.8,0.43,2.83,8.08704390127077,-134.296185770729,-5.25311160399124,-0.090280731851734,28.1681437053988,-21.2909656936534,92.1,2419,6.1
FF,2020-10-07,98.4,0.6,0.6,6.2,Gleyber Torres,650402,663556,13,R,L,0.8,1.3,-0.86,2.2,-5.75753808140642,-143.073106699058,-8.37928026207845,11.7365184692211,31.929360309089,-13.0377794388314,99.2,2282,6.7
CU,2020-10-07,86.4,-1.89,-1.89,5.48,Fernando Tatis Jr.,665487,523260,14,R,R,1.2,-0.5,1.12,1.12,4.61011141776324,-125.730306416534,-3.07633874377806,11.8133630270845,27.3269320507281,-37.0158938182242,84.9,3003,5.4
FF,2020-10-07,91.7,2.73,2.73,5.71,Marcus Semien,543760,548384,12,R,L,0.6,1,1.53,4.17,-4.20406418632848,-133.595778423017,-0.235488547708485,7.63053707996477,25.7702295334213,-20.377665702974,91.2,2531,5.7
FF,2020-10-07,97.9,0.64,0.64,6.14,Gio Urshela,570482,663556,5,R,L,0.8,1.3,-0.19,2.56,-4.14830983807402,-142.313748774992,-7.25894509924309,12.0042803328483,33.690078767873,-12.5882146578147,98.4,2103,6.7
SI,2020-10-07,95.2,-1.78,-1.78,5.29,Fernando Tatis Jr.,665487,523260,12,R,R,-1.5,0.8,0.19,3.59,8.2971027099052,-138.432544635742,-0.58712804277703,-20.7511336476691,32.0107124488049,-22.0932087735798,93.5,2157,5.4
FC,2020-10-07,92.1,-2.52,-2.52,6.52,Garrett Cooper,643265,453343,14,R,R,-0.1,0.6,0.97,1.92,9.11862501542588,-133.733973673836,-7.21820752874616,-3.58050057000218,29.1977498146291,-22.9719412865969,91.9,2430,6.3
FF,2020-10-07,90.9,2.7,2.7,5.78,Marcus Semien,543760,548384,11,R,L,0,0.8,-0.6,4.09,-8.17323817158323,-132.281523847889,-0.205202326955625,1.58132484464122,24.1069060511721,-22.2758737153803,90.3,2547,5.6
FC,2020-10-07,91.7,-2.76,-2.76,6.44,Garrett Cooper,643265,453343,6,R,R,0.2,0.7,0.56,2.24,7.97369040854549,-133.313547554772,-6.26810636761466,0.511849164790389,27.4872602409792,-22.6931009109557,91.6,2397,6.2
CU,2020-10-07,85.8,-1.9,-1.9,5.54,Fernando Tatis Jr.,665487,523260,7,R,R,0.8,-0.9,-0.63,2.27,1.33005821009914,-124.935940711266,0.354532788712475,8.28665860847813,26.5165057457868,-41.843552806256,85.3,2852,6.1
FC,2020-10-07,84.1,2.85,2.85,5.67,Marcus Semien,543760,548384,1,R,L,-0.9,0.5,-0.41,3.06,-5.63201856338914,-122.528269535757,-0.624105978483069,-8.38853257382803,22.6633624250232,-27.5898186500524,82.9,2822,5.3
FF,2020-10-07,98.7,0.71,0.71,6.11,Gio Urshela,570482,663556,6,R,L,0.9,1.2,0.52,2.43,-2.59277432489965,-143.58650999733,-7.45991200212109,12.8713925274057,34.3601863055471,-13.5063185087211,98.9,2188,6.5
FF,2020-10-07,91.4,2.64,2.64,5.8,Marcus Semien,543760,548384,12,R,L,0.5,1.2,0.41,3.54,-6.59496924172046,-133.036521761623,-2.42588930029335,7.26876967001977,28.0055926665999,-17.4767049361794,90.3,2523,5.6
FC,2020-10-07,90.1,-1.61,-1.61,6.2,Trent Grisham,663757,445276,4,L,R,1,1.1,-0.32,2.65,1.16758446574051,-131.19975822283,-5.25634021408463,10.8691754884864,28.0116978897996,-18.797359548086,92,2612,7.4
CH,2020-10-07,87.4,-1.43,-1.43,5.99,Freddie Freeman,518692,445213,4,L,R,-1.4,0.8,-0.8,2.59,4.40451768766697,-127.181388180205,-3.66304035910055,-16.0728949850555,26.3511135892193,-23.05493092194,87.5,1920,6.4
FS,2020-10-07,90.6,0.88,0.88,5.98,Gio Urshela,570482,663556,13,R,L,1.3,1.1,-1.22,0.12,-8.00681382659631,-131.362197589524,-11.1809930988173,16.429068473196,27.9067699885983,-16.6478097992219,91.1,1957,6.8
FF,2020-10-07,97.6,0.85,0.85,6.14,Giancarlo Stanton,519317,663556,5,R,L,1,1.1,0.01,2.57,-4.5348368976058,-142.030107922568,-6.64829862696274,14.1898235285276,30.7730046051548,-16.1888961085667,98.4,2143,6.6
FC,2020-10-07,88.3,2.58,2.58,5.89,Marcus Semien,543760,548384,1,R,L,-0.5,0.7,-0.33,2.82,-6.02260228867169,-128.584139365636,-2.85042256182999,-4.32864646384384,22.5030535075672,-24.3044866542275,87.9,2594,5.6
CH,2020-10-07,87.2,-1.32,-1.32,5.95,Freddie Freeman,518692,445213,9,L,R,-1.3,0.9,0.37,2.03,6.8850408357805,-126.786426892327,-5.18617630181777,-15.887743728923,25.6475961391308,-21.3040522021853,87.7,2018,6.6
SI,2020-10-07,92.8,-1.24,-1.24,6.08,Trent Grisham,663757,445276,13,L,R,-0.7,1.8,-0.59,-0.23,3.17785443426127,-134.396326990531,-14.4266056385559,-8.75502720533385,29.0102697768112,-7.92624261184975,94.7,2360,7.6
FS,2020-10-07,89.6,0.81,0.81,6.09,Giancarlo Stanton,519317,663556,12,R,L,1.2,0.5,1.14,2.94,-1.77065150345976,-130.522959284583,-2.90689939009712,14.3365440259677,26.4800776403388,-25.9394512276963,90.5,1819,6.7
FC,2020-10-07,89.5,-1.6,-1.6,6.2,Trent Grisham,663757,445276,8,L,R,0.7,1.3,0.04,2.19,2.5422158244544,-130.267353053745,-6.84150598197445,7.85455138947867,26.5482097089764,-15.9112148485258,91.5,2558,7.4
FC,2020-10-07,88.5,2.67,2.67,5.88,Marcus Semien,543760,548384,11,R,L,-0.6,0.5,-0.42,3.7,-6.30098550695847,-129.020117272262,-0.487627368188631,-5.20124000684458,21.7672752934957,-26.2431293320888,88.1,2597,5.5
FF,2020-10-07,93.9,-1.19,-1.19,6.02,Freddie Freeman,518692,445213,12,L,R,-0.8,1,1.22,4.42,8.06221491838861,-136.538465313886,-0.712302548939852,-11.9204590279111,28.9745540143985,-19.3232078419848,94.4,1923,6.5
SL,2020-10-07,84,0.71,0.71,6.12,Giancarlo Stanton,519317,663556,14,R,L,-0.3,-0.7,0.75,1.41,0.712655663086273,-122.387026988968,-3.15911651592457,-3.32409688133469,22.2167251377131,-39.1580534845768,84.9,2497,6.6
SI,2020-10-07,92,-1.15,-1.15,6.02,Freddie Freeman,518692,445213,2,L,R,-1.3,0.6,-0.01,3.23,5.75873597679338,-133.962620494923,-2.56993360309038,-17.1353692768155,28.2162017628841,-24.4496803920512,92.5,1825,6.5
FC,2020-10-07,88.2,2.65,2.65,5.88,Sean Murphy,669221,548384,5,R,L,-0.5,0.5,-0.17,2.88,-5.69790133502992,-128.453576538389,-2.24586323489833,-4.85745571199471,22.3560813831888,-26.8067931608551,87.6,2604,5.5
FC,2020-10-07,90.3,-1.71,-1.71,6.24,Trent Grisham,663757,445276,4,L,R,0.8,1.2,-0.53,2.61,1.21593717021324,-131.435929945831,-5.83494592365842,9.14334825163627,27.7702678152944,-16.836263645185,92,2568,7.3
FC,2020-10-07,88.1,2.7,2.7,5.8,Ramon Laureano,657656,548384,1,R,L,-0.7,0.4,-0.36,2.7,-5.81674245012478,-128.321243368271,-2.30669133285147,-7.225934600773,23.1825684877922,-27.7065283001472,87.6,2669,5.6
FC,2020-10-07,89.5,-1.67,-1.67,6.25,Trent Grisham,663757,445276,13,L,R,0.9,1.2,-0.96,2.65,-0.175097793398402,-130.332949908148,-5.56495756310128,10.2889409256853,26.7515945583043,-17.41805026746,91.6,2606,7.5
SL,2020-10-07,85.1,0.69,0.69,6.16,Luke Voit,572228,663556,13,R,L,-0.6,-0.6,-0.01,1.08,-0.474825907268848,-123.938717918275,-4.54075476759109,-5.84665547647155,25.5055929230467,-37.185633813595,86.2,2691,7
SI,2020-10-07,88.2,-1.33,-1.33,6.01,Freddie Freeman,518692,445213,7,L,R,-1.4,0.9,-0.39,2.22,5.29944028322334,-128.352809909673,-5.09042072238691,-16.9716282428442,26.1209907839801,-20.9488016395586,88.6,2079,6.5
SI,2020-10-07,93.2,-1.17,-1.17,5.89,Freddie Freeman,518692,445213,14,L,R,-1.4,0.8,2.08,1.6,11.4114557644615,-135.082905624481,-7.06060484798713,-19.3350336148554,28.4085354678191,-20.7756540449047,93.4,2045,6.6
SL,2020-10-07,85.9,0.92,0.92,6.09,Luke Voit,572228,663556,8,R,L,-0.4,-0.8,-0.22,1.85,-1.96275846658649,-125.163796720432,-2.20252676544633,-3.53027973625255,26.4660243691208,-40.0994439322917,86.5,2483,6.7
FC,2020-10-07,88.5,2.58,2.58,5.82,Ramon Laureano,657656,548384,5,R,L,-0.6,0.5,-0.19,2.47,-5.51928750376047,-128.94361628375,-3.23688691997907,-5.27660232330549,23.7944200708674,-26.0337586537419,88.1,2731,5.7
FC,2020-10-07,88.9,-1.61,-1.61,6.23,Trent Grisham,663757,445276,1,L,R,0.8,1.2,-0.78,3.11,0.432659964623331,-129.463771894626,-4.27575449107709,8.51400141249175,26.2330990499134,-17.797762173734,91,2538,7.5
FC,2020-10-07,88.2,-1.76,-1.76,6.22,Austin Nola,543592,445276,7,R,R,0.9,1.1,-0.64,1.94,0.883333557511798,-128.351996516383,-6.83598582626891,9.59854190192771,25.8874340043012,-18.4335957875551,90,2481,7.4
SL,2020-10-07,82.8,1.14,1.14,6,Luke Voit,572228,663556,14,R,L,-0.4,-0.5,0.04,0.62,-1.73031989004278,-120.636375054534,-4.81949046206729,-3.61008355478017,22.2451879352669,-36.7500439900019,83.7,2456,6.7
SI,2020-10-07,93.5,-1.24,-1.24,6.01,Ronald Acuna Jr.,660670,445213,2,R,R,-1.2,1,-0.21,3.25,5.4187585808772,-136.128477113713,-3.54135854003427,-16.6697884423362,29.5859270215807,-19.538509159896,93.8,2012,6.4
FC,2020-10-07,87.5,2.64,2.64,5.89,Robbie Grossman,543257,548384,3,R,L,-0.6,0.5,0.6,3.05,-3.63887483434378,-127.530749450226,-1.90118994544876,-5.98008738803181,23.1499167586055,-26.0701567920489,86.9,2638,5.5
SI,2020-10-07,91.1,-1.21,-1.21,6.22,Austin Nola,543592,445276,13,R,R,-0.1,1.6,-1.17,1.41,0.203793490440682,-132.429661424203,-9.74473247843488,-0.664191958065143,28.0163124947854,-11.827482187215,92.9,2299,7.4
FF,2020-10-07,91.8,2.7,2.7,5.91,Robbie Grossman,543257,548384,5,R,L,0.5,1.4,0.07,2.5,-7.56749474724778,-133.532653234289,-5.73144560693412,7.06278317389291,26.7444635142588,-14.5014603751915,90.9,2591,5.6
SL,2020-10-07,86.1,-1.29,-1.29,6.03,Ronald Acuna Jr.,660670,445213,14,R,R,0.3,0.2,0.92,1.77,4.58796667694517,-125.400638368771,-4.44449975822108,2.79387448470816,20.9552657364825,-29.1715053415768,87,2313,6.4
CU,2020-10-07,78.8,-2.28,-2.28,5.47,Randy Arozarena,668227,650633,5,R,R,0.7,-0.8,0.04,2.11,3.79606815815345,-114.699237861919,1.01416608328771,5.08410389268482,21.9553510182888,-39.6280523342326,78.6,2588,6.2
FF,2020-10-07,92.2,2.47,2.47,5.92,Robbie Grossman,543257,548384,13,R,L,0.4,1.6,-1.58,1.62,-10.9891018641256,-133.742437829409,-8.43123562981208,6.63705913569582,25.5070343325458,-11.817194873286,91.5,2660,5.8
SI,2020-10-07,93.1,-1.27,-1.27,6.01,Ronald Acuna Jr.,660670,445213,13,R,R,-1.3,0.8,-1.58,2.5,1.94706069390836,-135.552957571965,-5.00991865397335,-15.8655995513817,29.4257047946168,-21.4775033246367,93.3,1981,6.4
FC,2020-10-07,88.9,-1.76,-1.76,6.2,Austin Nola,543592,445276,7,R,R,0.8,1.2,-0.32,1.45,1.95032991482876,-129.258023403744,-8.27901928406227,8.25939245259897,25.5804956901263,-17.1258037985639,90.5,2495,7.2
CH,2020-10-07,86.6,-2.29,-2.29,5.28,Randy Arozarena,668227,650633,14,R,R,-1.1,1.1,1.1,0.82,10.4087630593404,-125.574016859951,-6.59450367544092,-14.0978335632951,23.6298170406086,-19.8284064147648,86.7,1982,6.4
FC,2020-10-07,90.4,-1.65,-1.65,6.24,Austin Nola,543592,445276,11,R,R,0.8,1.3,-0.92,2.42,0.16307686758489,-131.540665232226,-6.43434724595711,9.03869407356852,27.5399490873346,-16.1169077634809,92.1,2566,7.3
SI,2020-10-07,92.6,-2.4,-2.4,5.39,Randy Arozarena,668227,650633,3,R,R,-1.2,0.5,0.81,2.98,10.7536984770749,-134.591999429999,-1.5513924730523,-16.6198128303783,26.4434205482165,-25.5119794809445,92.7,2233,6.2
FF,2020-10-07,93,2.54,2.54,5.84,Robbie Grossman,543257,548384,13,R,L,0.6,1.3,-0.68,0.94,-9.52248941973708,-134.900502191761,-9.63318973151309,9.53109479167621,25.9909468012879,-13.9833231886757,92.4,2590,5.8
SI,2020-10-07,91.5,-1.07,-1.07,5.99,Ronald Acuna Jr.,660670,445213,6,R,R,-1.3,0.7,0.5,2.22,6.68484169174975,-133.080298966906,-5.15880708406597,-16.4020338109481,27.5230425608383,-23.0625607954719,91.8,1922,6.4
SI,2020-10-07,94.9,-2.11,-2.11,5.54,Randy Arozarena,668227,650633,13,R,R,-1.5,0.6,-0.26,1.04,8.04740660976416,-137.84469215087,-7.49336905606513,-20.2715044769379,29.5827806630406,-22.6914950291556,94.7,2266,6.2
FC,2020-10-07,88.3,-1.83,-1.83,6.08,Mitch Moreland,519048,445276,8,L,R,0.7,1,-0.05,1.99,2.8447776218816,-128.465005486298,-6.14843275454215,7.58956377280863,26.5429180562341,-19.6114316418096,90.2,2473,7.4
SI,2020-10-07,92.3,-1.33,-1.33,6,Austin Riley,663586,445213,1,R,R,-1.3,0.8,-0.47,2.9,4.9659602254028,-134.336998033641,-3.82262363257365,-16.5631616143743,29.2139095195822,-21.7330398041097,92.3,1850,6.3
FC,2020-10-07,88.9,2.5,2.5,5.93,Robbie Grossman,543257,548384,13,R,L,-0.5,0.7,-1.27,2.07,-8.17108174859423,-129.316879551681,-5.004547438191,-3.78047015156194,23.471256129345,-22.9581156472623,88.3,2643,5.7
SI,2020-10-07,92.4,-1.37,-1.37,6.03,Austin Riley,663586,445213,12,R,R,-1.3,0.9,1.02,3.21,8.85820972048802,-134.230466436746,-3.22857339305077,-17.3645039723588,28.807781257608,-21.1989264032338,92.4,1856,6.4
FF,2020-10-07,97.3,-1.51,-1.51,5.99,Alex Bregman,608324,521230,6,R,R,-1,1.5,0.36,2.48,7.34879513251428,-141.437447926799,-7.52493764326589,-14.9228648784905,30.7375760649864,-9.82565160452946,98.2,2426,6.8
CH,2020-10-07,85.7,-2.39,-2.39,5.46,Brandon Lowe,664040,650633,4,L,R,-1.5,0.9,-0.71,2.21,6.91528793529666,-124.512369339043,-3.27717979511032,-16.6082686372957,26.3989259028634,-21.8587615859115,85.4,2075,6.3
FC,2020-10-07,88.2,-1.79,-1.79,6.15,Mitch Moreland,519048,445276,2,L,R,0.8,1.3,-0.15,3.43,2.35351537729253,-128.438522663548,-3.23071006345168,8.4795772177063,25.5271747055202,-17.7747651550486,90.3,2468,7.4
SL,2020-10-07,88,-1.64,-1.64,6.01,Alex Bregman,608324,521230,2,R,R,-0.3,0,0.05,2.8,4.84522760287397,-128.274988753057,-1.88956114487941,-4.7061146386618,23.6179188572009,-31.513435972562,89.2,2075,6.7
SI,2020-10-07,94,-2.31,-2.31,5.55,Brandon Lowe,664040,650633,4,L,R,-1.5,0.9,-0.47,2.18,7.98335481989538,-136.583143503167,-4.97820831081797,-20.0429965986141,31.3036674751518,-19.7871549451129,93.6,2292,6.2
FC,2020-10-07,89.3,-1.65,-1.65,6.25,Mitch Moreland,519048,445276,12,L,R,1,1.2,0.35,4.3,2.84957814309496,-130.053891878845,-1.31379415448009,10.8621699971919,27.9711521199675,-18.4894561835482,91.1,2565,7.4
SI,2020-10-07,92.2,-1.33,-1.33,5.9,Nick Markakis,455976,445213,1,L,R,-1.3,0.5,-0.34,2.95,5.44851496331509,-134.13755670878,-2.66743501796527,-17.4135617143348,30.318755392761,-26.1011826464868,92.1,1924,6.3
SI,2020-10-07,92.7,-1.22,-1.22,6.05,Nick Markakis,455976,445213,11,L,R,-1.3,0.7,-0.25,3.68,5.26949648395273,-134.989865232448,-1.74981722307997,-16.8453584227975,29.4007752236721,-23.7821376576704,92.7,1922,6.3
FF,2020-10-07,96.7,-1.59,-1.59,6.01,Alex Bregman,608324,521230,12,R,R,-0.7,1.5,0.72,3.95,7.84366484336133,-140.687753666619,-3.31709247429783,-11.1975684616,29.9133799911735,-12.171819119133,97.7,2309,6.7
FC,2020-10-07,89.4,-1.72,-1.72,6.27,Mitch Moreland,519048,445276,11,L,R,1,1.3,-0.41,4.24,1.07584753531719,-130.351310309665,-1.83279387252517,11.5171202817336,26.3625466997036,-16.9943819782979,91.5,2593,7.4
CH,2020-10-07,84.6,-2.28,-2.28,5.4,Brett Phillips,621433,650633,7,L,R,-1.3,0.3,-0.64,1.59,6.44655749968852,-122.973528327726,-3.13722368116997,-14.89058949091,26.8634913846087,-28.2220601585209,83.8,1910,6
FF,2020-10-07,96.8,-1.52,-1.52,6.06,Michael Brantley,488726,521230,11,L,R,-0.7,1.8,-0.42,4.34,4.61313096798495,-140.837253562485,-3.05357467792822,-10.5961143312135,32.7079168817975,-8.37237483222522,97.7,2475,6.8
FC,2020-10-07,89.3,-1.76,-1.76,6.24,Mitch Moreland,519048,445276,3,L,R,1.1,1.3,0.43,2.96,3.11338546365382,-129.985675754644,-4.86461734367274,11.6602196502533,27.636685831321,-16.3774897160898,0,2595,NA
FF,2020-10-07,93.9,-2.47,-2.47,5.55,Brett Phillips,621433,650633,11,L,R,-0.8,1.6,-0.32,3.74,7.25082381127383,-136.437751391607,-2.32560367870106,-11.5304925654206,33.3280768623221,-12.5269249605238,92.9,2447,6.1
SI,2020-10-07,92.3,-1.33,-1.33,5.98,Nick Markakis,455976,445213,5,L,R,-1.1,1.1,0.23,2.25,6.42097232477906,-134.236185392925,-5.9711325046138,-14.9515619181955,29.0137043312952,-18.314850246351,92.3,1980,6.3
CH,2020-10-07,84.8,-2.37,-2.37,5.42,Brett Phillips,621433,650633,7,L,R,-1.3,0.7,-0.7,1.64,6.41470576265386,-123.24836203215,-3.91015733884522,-14.207542279044,25.3736716490714,-24.2349861017754,84.5,1930,6.3
FC,2020-10-07,89.8,-2.05,-2.05,6.25,Mitch Moreland,519048,445276,11,L,R,1,1.3,-0.99,3.8,0.524080577500281,-130.766409581875,-2.78682592930433,11.282727637536,28.6123273607885,-17.4367240887069,91.7,2573,7.5
SI,2020-10-07,91.3,-1.34,-1.34,5.96,Nick Markakis,455976,445213,12,L,R,-1.3,0.9,0.86,3.19,8.24586356730886,-132.672224130038,-2.91226920053213,-16.6034061374688,28.5405743253545,-21.633367370803,91.1,1846,6.3
FF,2020-10-07,97,-1.6,-1.6,6.01,Michael Brantley,488726,521230,1,L,R,-0.6,1.5,-0.66,3.39,3.90488176532386,-141.176842397496,-5.02681384738276,-8.94861624428953,30.1228131088608,-10.7002341919238,98,2477,6.7
SI,2020-10-07,91.4,-1.35,-1.35,5.98,Nick Markakis,455976,445213,13,L,R,-1.2,0.9,-1.02,2.43,3.46606606084585,-133.038506202776,-5.08778056727929,-15.2993741668096,28.511091615272,-20.240339567831,91.4,1975,6.3
FF,2020-10-07,97.2,-1.53,-1.53,6.08,Michael Brantley,488726,521230,12,L,R,-0.5,1.6,0.89,3.49,7.68752478048482,-141.339112448497,-5.04464421176641,-8.32004470390269,30.927103701313,-10.3108502294138,98.2,2471,6.8
CH,2020-10-07,84.4,-2.35,-2.35,5.4,Brett Phillips,621433,650633,13,L,R,-1.2,0.8,-0.06,1.12,7.67915126905086,-122.567987357101,-5.14078488046689,-13.5235131014369,24.0176942982833,-23.3418598347161,84.2,1937,6.3
FC,2020-10-07,88.8,-1.87,-1.87,6.22,Jake Cronenworth,630105,445276,1,L,R,0.8,1.3,-0.43,3.01,1.80370383341655,-129.324464537958,-4.56492666464672,9.13211118627095,25.3474019167599,-17.3518112766931,90.9,2502,7.4
FC,2020-10-07,88.9,-1.68,-1.68,6.25,Jake Cronenworth,630105,445276,2,L,R,0.7,1.2,-0.01,3.41,2.68921608959397,-129.471577472398,-3.50281143880769,7.40264453080634,26.0102462785369,-18.2913063420851,91,2563,7.4
FF,2020-10-07,97.3,-1.8,-1.8,6.05,Michael Brantley,488726,521230,11,L,R,-0.7,1.6,-1.46,4.38,2.53924632280708,-141.772991860772,-2.58026770399645,-9.93858166077982,31.6574539680824,-10.7527761626569,98.2,2421,6.7
SI,2020-10-07,89.9,-1.49,-1.49,5.94,Nick Markakis,455976,445213,11,L,R,-1.2,1,-1.1,3.18,3.45799321229606,-130.946540083755,-2.99476027178354,-14.2678546678874,28.0666735916683,-20.3091431697261,89.9,1911,6.3
SI,2020-10-07,92.1,-2.43,-2.43,5.41,Brett Phillips,621433,650633,14,L,R,-1.3,0.9,0.77,0.33,10.7919405921577,-133.500882938314,-8.95317121847859,-17.4036545716085,27.4999794903028,-19.5659148901869,91.7,2332,6.1
FF,2020-10-07,96.7,-1.51,-1.51,6.04,Jose Altuve,514888,521230,11,R,R,-0.6,1.6,-0.64,3,3.76770047801531,-140.707180362592,-6.14568243976448,-9.17427895404739,31.0689656216266,-10.2884786248721,97.5,2409,6.7
FF,2020-10-07,95.7,0.65,0.65,6.01,Aaron Hicks,543305,663556,4,R,L,0.9,1.3,-0.41,2.76,-4.95218024502387,-139.157535681005,-5.88376118186678,13.3125532703086,32.0628312464384,-14.2397817496484,96,2246,6.5
SI,2020-10-07,90.3,-1.6,-1.6,6.21,Jake Cronenworth,630105,445276,4,L,R,-0.5,1.6,-0.32,2.35,4.33505299347284,-131.41058083198,-7.33147357359875,-6.73767803380677,26.5437297317744,-11.695202131444,92.3,2269,7.4
FF,2020-10-07,94.4,1.62,1.62,6.68,Brian Anderson,605119,519293,9,R,L,0.2,1.1,0.36,2,-3.72328967933964,-137.304303809813,-8.86425718318161,3.49248224959911,29.2072945046868,-16.808713869981,94.2,2195,6.1
FC,2020-10-07,88.5,-1.7,-1.7,6.25,Jake Cronenworth,630105,445276,3,L,R,0.9,1,0.62,3.16,3.88100367932019,-128.914221873475,-3.62893241159168,9.20415257216723,25.6981542095905,-20.6826961931707,90.6,2436,7.4
FF,2020-10-07,93.6,1.81,1.81,6.67,Brian Anderson,605119,519293,3,R,L,0.5,1.3,0.34,3.48,-4.85670931637563,-136.185671098602,-5.45995155272885,7.11131770204693,29.8465371034621,-14.4537889710162,93.5,2274,6.3
FF,2020-10-07,96.6,-1.52,-1.52,5.99,Jose Altuve,514888,521230,12,R,R,-0.7,1.5,0.81,3.96,7.80679352927572,-140.480728356607,-3.19439515800155,-10.7313988462654,31.4187924210359,-12.2708952449574,97.4,2305,6.7
FF,2020-10-07,97.8,0.46,0.46,6.03,Aaron Hicks,543305,663556,13,R,L,0.9,1.4,-1.65,1.64,-7.75091831920471,-141.966949140014,-9.66321962603048,13.5239022137813,32.4606682247706,-11.0058547505349,98.5,2303,6.8
FC,2020-10-07,89.3,-1.73,-1.73,6.34,Jake Cronenworth,630105,445276,12,L,R,1,1,0.78,4.17,4.26029435624957,-130.028966329076,-1.51858409581985,9.93725260411697,26.4637525148138,-20.4712054744488,91.2,2519,7.4
FF,2020-10-07,95.2,1.84,1.84,6.63,Brian Anderson,605119,519293,12,R,L,0.4,1.4,0.95,2.82,-3.25422584295107,-138.52793661209,-7.52978306356278,5.92144681450837,30.5189567536453,-12.6342188479024,95.7,2248,6.5
FF,2020-10-07,97.8,-1.49,-1.49,6.05,Jose Altuve,514888,521230,6,R,R,-0.8,1.6,0.68,2.12,7.68401870465644,-142.013963034067,-8.92605138159726,-12.2915383081937,31.8208901396834,-8.14204625897656,98.3,2608,6.6
FF,2020-10-07,96.9,0.92,0.92,6.11,Aaron Hicks,543305,663556,14,R,L,0.9,1.2,0.95,2.25,-2.02928416539848,-140.934541574636,-7.42428324006663,12.590215750893,32.9750134835579,-15.2836364906205,97.1,2171,6.5
SI,2020-10-07,91,-1.57,-1.57,6.26,Jake Cronenworth,630105,445276,4,L,R,-0.4,1.7,-0.46,2.56,3.75415371634713,-132.294084023073,-6.9424250388335,-6.03512517369827,28.8510421504636,-11.3561241888377,0,2244,NA
FF,2020-10-07,96.6,-1.6,-1.6,6.07,Jose Altuve,514888,521230,12,R,R,-0.6,1.5,0.02,2.88,5.7361188617987,-140.476786789659,-6.44385828850387,-9.41118707394681,30.4229034181753,-10.6721684695914,97.1,2489,6.5
FF,2020-10-07,95.5,1.78,1.78,6.7,Brian Anderson,605119,519293,12,R,L,0.4,1.5,0.95,2.79,-3.20195233061957,-138.869072526388,-7.92767159908057,6.51442499995339,31.9532459252222,-11.7378440409658,95.5,2281,6.4
SL,2020-10-07,86.5,-2.77,-2.77,6.21,Aaron Judge,592450,595928,6,R,R,0.4,0.2,0.73,2.65,7.61935969580712,-125.816836808443,-2.6257588388617,2.30480205270896,24.1016843317994,-30.1856061246413,86.8,2490,6.4
SL,2020-10-07,83.6,1.83,1.83,6.44,Jesus Aguilar,542583,519293,13,R,L,-0.9,-0.1,-1.89,0.75,-6.78507841568597,-121.443122786983,-6.53590317342735,-7.63886046147391,24.9493687132952,-31.6623494708468,83.7,2373,6.6
FF,2020-10-07,92.8,2.45,2.45,5.87,Mark Canha,592192,548384,13,R,L,0.3,1.2,-0.99,2.27,-9.36869896195308,-134.883977390966,-6.11323056659601,5.49861540007283,25.2520203058398,-16.0034645499618,92.3,2528,5.8
SI,2020-10-07,90.7,-1.36,-1.36,6.22,Jake Cronenworth,630105,445276,5,L,R,-0.5,1.7,0.15,2.75,4.9523318081825,-131.895472061337,-6.4597466619274,-6.8528840628899,28.5514999821426,-11.3826234566909,92.6,2243,7.5
FF,2020-10-07,94.4,-2.51,-2.51,6.33,DJ LeMahieu,518934,595928,2,R,R,-0.7,1.5,-0.15,3.21,7.61819572376647,-137.254377033377,-5.78833794524135,-9.8767496105508,29.4816763319764,-12.2890093535259,95,2367,6.6
FC,2020-10-07,84.5,2.62,2.62,5.75,Mark Canha,592192,548384,12,R,L,-1.2,0.3,0.29,3.8,-3.05902808470601,-123.117085896402,1.18844172210642,-11.3733041573885,21.9854631736079,-29.9169143848262,83.6,2802,5.4
SL,2020-10-07,82,1.91,1.91,6.53,Jesus Aguilar,542583,519293,4,R,L,-1.1,0.1,-0.62,2.3,-3.67922106424569,-119.315420863814,-3.05347260267576,-9.14381390337164,26.0731980437309,-31.1390775785653,81.6,2330,6.4
FC,2020-10-07,88.5,-1.69,-1.69,6.28,Jake Cronenworth,630105,445276,12,L,R,0.9,1.1,0.19,3.61,2.68295006785038,-128.910935840009,-2.71100477025391,9.83732177176801,26.5776201636666,-19.9725509107266,90.4,2544,7.4
