pitch_type,game_date,release_speed,release_pos_x,release_pos_y,release_pos_z,player_name,batter,pitcher,zone,stand,p_throws,pfx_x,pfx_z,plate_x,plate_z,vx0,vy0,vz0,ax,ay,az,effective_speed,release_spin_rate,release_extension
SL,2020-10-05,80.2,2.19,2.19,5.54,Aledmys Diaz,649557,519008,13,R,L,-0.6,-0.3,-0.88,1.79,-5.50189976854579,-116.844683680992,-1.08060340257193,-5.05938005502418,19.4912083956134,-35.1575994547609,79.8,2265,5.7
CH,2020-10-05,83,2.18,2.18,5.63,Aledmys Diaz,649557,519008,7,R,L,1.1,0,-0.38,1.77,-7.90102230899218,-120.781160728612,-2.43399825903831,12.2644862657948,21.3261406468283,-31.8431779672109,82.3,1840,5.6
FF,2020-10-05,93.7,-2.6,-2.6,6.33,Gio Urshela,570482,595928,1,R,R,-0.4,1.6,-0.63,3.39,6.07513784820443,-136.292684543703,-5.31895616769577,-6.80487682979693,30.4613894361479,-11.7251974952275,93.8,2305,6.4
SL,2020-10-05,86.6,-2.78,-2.78,6.13,Gio Urshela,570482,595928,14,R,R,0.5,0.1,1.38,0.83,8.89012768282377,-125.842126656834,-6.75358374576878,4.02158641075549,23.5635586893976,-29.7058507762015,87.2,2634,6.6
CH,2020-10-05,82.6,2.25,2.25,5.54,Aledmys Diaz,649557,519008,13,R,L,1,0.2,-0.82,0.53,-8.80268395641611,-119.970429382318,-5.33775038385106,11.3410586691624,21.0239081003495,-29.012407599887,81.7,1658,5.6
FF,2020-10-05,94.6,-2.55,-2.55,6.3,Gio Urshela,570482,595928,11,R,R,-0.5,1.5,-0.76,4.3,5.77230712229289,-137.750293342319,-3.00777413898058,-7.55329812031831,29.2773149988561,-11.9830016310891,95.1,2300,6.4
SI,2020-10-05,90.3,2.24,2.24,5.45,Aledmys Diaz,649557,519008,9,R,L,1.4,0.1,0.82,2.13,-6.28756943309042,-131.359687293067,-2.55407709539641,16.9899071346948,26.8456958094669,-30.4090261962394,88.9,1955,5.4
SL,2020-10-05,88.8,-2.53,-2.53,6.24,Gio Urshela,570482,595928,14,R,R,0.4,0.3,2.13,1.63,10.4900680344415,-128.975046491389,-5.99102115483229,3.08602228325313,23.3102098493634,-27.3757068565189,89.3,2638,6.4
SI,2020-10-05,88.8,2.13,2.13,5.49,Yuli Gurriel,493329,519008,4,R,L,1.5,0.1,-0.38,2.59,-9.10450455495802,-128.962347396735,-1.19664020085796,18.7163090277205,27.5886410724468,-31.1644892522913,87.2,2085,5.4
SI,2020-10-05,89,2.21,2.21,5.49,Yuli Gurriel,493329,519008,13,R,L,1.3,0.2,-1.44,1.08,-11.5711889331099,-129.01147932698,-5.19915348743258,17.2644432696951,25.5905188199722,-28.6830063680522,87.9,2110,5.7
FF,2020-10-05,94.6,-2.5,-2.5,6.38,Gio Urshela,570482,595928,2,R,R,-0.4,1.5,0.09,3.14,7.58955273220574,-137.514504522588,-6.11114751333367,-6.38291781293518,29.831254510754,-12.104782754632,94.7,2260,6.4
SI,2020-10-05,89.7,2.29,2.29,5.49,Yuli Gurriel,493329,519008,6,R,L,1.4,0.3,0.37,2.3,-7.51360222871115,-130.348774482272,-2.48075760435983,17.1962727443636,28.336823046459,-28.4204761419014,88.3,2034,5.5
FF,2020-10-05,94.9,-2.45,-2.45,6.33,Gio Urshela,570482,595928,11,R,R,-0.4,1.5,-0.07,3.58,7.10550392941788,-138.078072355892,-4.81851553940424,-6.4516459791802,30.4355341001368,-12.5510433786442,95.2,2463,6.5
FF,2020-10-05,96.5,-1.54,-1.54,6.03,Carlos Correa,621043,607179,9,R,R,-0.6,1.3,0.41,1.85,6.47563701774348,-140.252646768409,-8.46193262242383,-8.76978653394744,30.5328389017897,-13.7940855871835,97,2266,6.6
FF,2020-10-05,94.5,-2.38,-2.38,6.32,Gio Urshela,570482,595928,6,R,R,-0.5,1.4,0.53,2.5,8.61786234730893,-137.272254999309,-7.45382679236744,-7.67777277200608,30.6920528248945,-12.6023864374473,94.8,2381,6.6
FF,2020-10-05,95.1,-2.62,-2.62,6.33,Gio Urshela,570482,595928,11,R,R,-0.5,1.5,-1.82,4.34,3.23594508892063,-138.458028941486,-2.95885549874089,-7.32215510007287,31.2817728760483,-12.3857381328114,95.2,2404,6.4
FF,2020-10-05,95.5,-1.63,-1.63,6.09,Carlos Correa,621043,607179,12,R,R,-0.6,1.4,0.18,3.61,6.21813438123735,-139.000392874331,-4.15195122227833,-9.64049716594035,28.5839987630371,-13.0244781049505,96.2,2184,6.5
FF,2020-10-05,94.6,-2.58,-2.58,6.36,Gio Urshela,570482,595928,11,R,R,-0.4,1.5,-0.66,3.53,6.00434037651285,-137.647216873315,-5.16322812058874,-7.02367194992488,30.8793124945313,-11.6375682831214,94.7,2394,6.4
FF,2020-10-05,94.5,-1.54,-1.54,6.05,Kyle Tucker,663656,607179,8,L,R,-0.7,1.3,-0.07,1.99,5.47349762506828,-137.524856731359,-7.96725631865556,-10.3076005301903,26.9637513927551,-13.7433124498698,95.6,2097,6.6
FF,2020-10-05,94.8,-1.69,-1.69,6.04,Kyle Tucker,663656,607179,13,L,R,-0.7,1.6,-0.9,2.51,3.67364144744071,-137.801103554961,-7.07530288054777,-9.90486217042606,31.6554130727308,-10.771712915359,95.1,2254,6.6
SL,2020-10-05,86.4,-2.93,-2.93,6.2,Giancarlo Stanton,519317,595928,6,R,R,0.3,0.4,0.57,2.58,7.83226400830036,-125.623535858881,-3.26768108307161,1.15257559823886,24.3436195682956,-27.2609680989829,86.6,2591,6.4
SL,2020-10-05,88.2,-2.52,-2.52,6.27,Giancarlo Stanton,519317,595928,14,R,R,0.1,0.6,1.83,1.5,10.3174956443915,-127.978573820944,-6.71019032313348,-0.510908724337301,24.6653527505981,-24.7952099102934,88.5,2644,6.5
FF,2020-10-05,95.4,-1.58,-1.58,6.06,Kyle Tucker,663656,607179,13,L,R,-1.1,1.2,-1.03,1.52,3.8672913352267,-138.672118153069,-9.05973886122491,-14.7098553489027,31.5297119564191,-14.6788151004335,95.6,2268,6.5
FF,2020-10-05,93.1,-2.55,-2.55,6.41,Giancarlo Stanton,519317,595928,2,R,R,-0.5,1.3,0.09,3.83,7.85086063011927,-135.321120109337,-3.76835748497343,-7.6292402198503,28.7348292941354,-15.1934853845808,93.3,2228,6.4
FF,2020-10-05,95.5,-1.66,-1.66,6.05,Kyle Tucker,663656,607179,13,L,R,-0.8,1.5,-0.67,1.27,4.41803828854701,-138.768361128378,-10.4019980643261,-11.2716376172637,29.7490176659337,-10.5676241315231,96.2,2249,6.7
FF,2020-10-05,94.7,-1.72,-1.72,6.06,Kyle Tucker,663656,607179,13,L,R,-0.8,1.5,-1.26,2.45,2.96233208260512,-137.813279865972,-7.06628553311675,-10.6876774584937,31.8111199636913,-11.9749387569496,94.9,2275,6.5
SL,2020-10-05,85.7,-2.75,-2.75,6.19,Giancarlo Stanton,519317,595928,14,R,R,0.4,0.4,1.27,2.03,8.73101115630729,-124.476818522008,-4.47464587976584,2.41450891899927,24.0447211054716,-26.8107090360496,86,2517,6.5
FF,2020-10-05,93.4,-1.62,-1.62,6.08,Kyle Tucker,663656,607179,8,L,R,-0.8,1.5,0.22,1.6,6.48011492009273,-135.633805717199,-9.1615270077739,-11.0858748845243,30.6670737934453,-11.4079432925584,93.7,2226,6.6
SL,2020-10-05,83.9,-2.86,-2.86,6.28,Giancarlo Stanton,519317,595928,5,R,R,0.3,0.5,0.24,2.5,6.55906234251591,-122.095570951589,-3.27719715730819,1.89263460191225,23.1545583775345,-27.1456426756743,84.2,2532,6.4
FF,2020-10-05,93.3,-1.61,-1.61,6.06,Alex Bregman,608324,607179,13,R,R,-0.7,1.5,-1.35,2.36,2.2884339880554,-135.702897950228,-6.97920059256619,-9.57318876527641,29.7535103313329,-12.8231730238684,93.4,2246,6.4
FF,2020-10-05,93,-2.42,-2.42,6.39,Tyler Wade,642180,595928,11,L,R,-0.7,1.3,-1.2,3.72,4.60048389557661,-135.43839318199,-4.0727649859406,-9.16324837242317,28.5258272872198,-14.8850755217479,93.4,2196,6.4
